Dokument ID;Nachname;Vorname;Pseudonym;Gender;Titel;Untertitel_im_Text;Untertitel_im_Inhaltsverzeichnis;Jahr_ED;entstanden;Gattungslabel_ED;Gattungslabel_ED_normalisiert;Medium_ED;Medientyp_ED;Hg.;Kanon_Status;Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position);seriell;Seiten;Medium_Zweitdruck;Jahr_Zweitdruck;Label_Zweitdruck;Medium_Drittdruck;Jahr_Drittdruck;Label_Drittdruck;in_Deutscher_Novellenschatz_(Heyse);in_Pantheon;in_RUB_Sammlung;in_B-v-Wiese;Verantwortlich_Erfassung;falls andere Quelle;Herkunft_Prätext_lt_Paratext;Wahrheitsbeglaubigung_lt_Paratext;Bearbeitungsqualität;ist_spätere_Fassung_von;UrhGeschBis;falls_Episode_als_Ganztext_erfasst;Kontrafaktizität_annotiert
00882-051;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1201-1224;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;1
00882-052;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1225-1248;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;1
00882-053;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1249-1272;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-054;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1273-1296;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-055;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1297-1320;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-056;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1321-1344;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-057;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1345-1368;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-058;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1369-1392;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-059;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1393-1416;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-060;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1417-1440;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-061;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1441-1464;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-062;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1465-1488;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-063;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1489-1512;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-064;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1513-1536;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-065;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1537-1560;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-066;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1561-1584;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-067;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1585-1608;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-068;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1609-1632;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-069;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1633-1656;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-070;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1657-1680;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-071;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1681-1704;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-072;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1705-1728;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-073;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1729-1752;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-074;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1753-1776;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-075;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1777-1800;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-076;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1801-1824;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-077;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1825-1848;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-078;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1849-1872;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-079;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1873-1896;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-080;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1897-1920;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-081;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1921-1944;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-082;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1945-1968;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-083;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1969-1992;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-084;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;1993-2016;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-085;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;2017-2040;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-086;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;2041-2064;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-087;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;2065-2088;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-088;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;2089-2112;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-089;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;2113-2136;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-090;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;2137-2160;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
00882-091;May;Karl;;m;Der Weg zum Glück;Vom Verfasser des »Waldröschen«, »Verlorner Sohn«, »Deutsche Helden« etc.;Roman aus dem Leben Ludwig des Zweiten von Karl May;1886;;(unbekannt);(unbekannt);Der Weg zum Glück, - Höchst interessante Begebenheiten aus dem Leben und Wirken des Königs Ludwig II. von Baiern;Kolportageroman, Fortsetzungsroman;H. G. Münchmeyer;1;;TRUE;2161-2184;Karl May's Illustrierte Werke;1904;R;;;;FALSE;;;;Jana Grimm;Projekt Gutenberg, https://www.reisen-zu-karl-may.de/werk/glueck.html;;;;;;;
